ID,1_with_prob,2_with_prob,3_with_prob,4_with_prob,5_with_prob,6_with_prob,7_with_prob,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.00673,0.00673,0.00673,0.00673,0.00673,0.00664,0.00611,0.00699,0.00623,0.00633,0.00553,0.00625,0.00658,0.00639,0.00646,0.00631,0.00637,0.00684,0.0069,0.00636,0.00598,0.00589,0.00708,0.00673,0.00625,0.00621,0.00669,0.00636,0.00683,0.00664,0.00681,0.00675,0.00668,0.00618,0.00638,0.00624,0.00619,0.00619
81,1.51735,1.51735,1.51735,1.51735,1.51735,1.54783,1.58965,1.59766,1.64215,1.64042,1.48852,1.64882,1.6347,1.60988,1.58897,1.585,1.61472,1.6995,1.68762,1.58816,1.60186,1.58255,1.71196,1.64996,1.54916,1.52035,1.59874,1.58958,1.62957,1.69105,1.60712,1.58053,1.6701,1.55621,1.60553,1.53526,1.66749,1.56026
82,1.65787,1.65787,1.65787,1.65787,1.65787,1.66483,1.63982,1.7935,1.79836,1.7568,1.55999,1.80846,1.81373,1.77102,1.68805,1.56361,1.7666,1.77528,2.01307,1.62681,1.80838,1.69826,2.04022,1.90715,1.57975,1.60621,1.75428,1.68012,1.67501,1.81695,1.71895,1.59771,1.7831,1.74725,1.80971,1.63448,1.6598,1.61187
83,1.74271,1.74271,1.74271,1.74271,1.74271,1.71431,1.99833,1.9463,2.27026,2.42087,1.44178,2.10309,1.86798,2.06129,2.12716,1.75608,2.32073,2.15417,2.19535,1.76324,1.75739,1.80315,2.42343,2.24722,1.64582,1.56301,2.39157,2.29231,2.14964,2.34584,2.16523,1.80814,1.96186,1.80462,1.85193,1.67994,2.13823,1.69247
84,2.00221,2.00221,2.00221,2.00221,2.00221,1.91719,2.18861,2.11507,2.44456,2.60602,1.55648,2.26537,2.01335,2.22056,2.29117,1.89339,2.49867,2.32013,2.36427,1.90107,1.8948,1.94385,2.60876,2.41987,1.77521,1.68643,2.57461,2.46821,2.31527,2.52558,2.33198,1.9492,2.11398,1.94543,1.99614,1.81178,2.30304,1.82521
85,3.76422,3.76422,3.76422,3.76422,3.76422,3.75752,3.73543,4.10913,4.11461,4.01677,3.55336,4.1384,4.15082,4.05025,3.8549,3.5619,4.03986,4.06028,4.62017,3.7107,4.13821,3.87893,4.6841,4.37077,3.59989,3.66219,4.01084,3.83622,3.8242,4.15839,3.92765,3.64217,4.07868,3.99428,4.14136,3.72877,3.78837,3.67553
86,2.43132,2.43132,2.43132,2.43132,2.43132,2.4364,2.47962,2.46857,2.57663,2.57301,2.25507,2.59059,2.56104,2.50909,2.46532,2.45702,2.51922,2.69666,2.6718,2.46362,2.4923,2.45188,2.72274,2.59298,2.38199,2.3217,2.48577,2.4666,2.55031,2.67899,2.5033,2.44766,2.63514,2.39676,2.49998,2.3529,2.62966,2.40522
87,0.9757,0.9757,0.9757,0.9757,0.9757,0.99506,1.02727,1.03306,1.06445,1.06323,0.95607,1.06915,1.0592,1.04169,1.02693,1.02414,1.0451,1.1049,1.09653,1.02636,1.03603,1.0224,1.11369,1.06996,0.99885,0.97853,1.03383,1.02737,1.05558,1.09895,1.03973,1.02098,1.08417,1.00383,1.03862,0.98905,1.08232,1.00668
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1.85488,1.85488,1.85488,1.85488,1.85488,1.8558,2.16792,2.14152,2.47338,2.62366,1.64677,2.30659,2.07202,2.26488,2.33061,1.96036,2.52374,2.35756,2.39865,1.96751,1.96167,2.00733,2.62621,2.4504,1.85036,1.76773,2.59442,2.49539,2.35304,2.54879,2.36859,2.01231,2.16568,2.0088,2.056,1.8844,2.34165,1.8969
90,1.04111,1.04111,1.04111,1.04111,1.04111,1.60748,1.47195,1.17407,1.70301,1.13639,1.58899,0.92044,1.4001,1.6251,1.20314,1.27292,1.42329,0,1.58584,1.47453,1.705,1.19144,1.03568,1.49202,1.18689,1.22248,1.26483,1.12664,1.68021,1.34595,1.26043,1.22363,1.603,1.22637,1.34674,1.52758,1.50318,1.45581
91,0.00758,0.00758,0.00758,0.00758,0.00758,0.00806,0.0083,0.00766,0.00768,0.00751,0.00825,0.00764,0.00741,0.00773,0.00806,0.00799,0.00776,0,0.00756,0.00785,0.0086,0.00772,0.00754,0.00829,0.00726,0.00715,0.00817,0.00758,0.00812,0.0081,0.00775,0.0075,0.00772,0.00819,0.00848,0.00837,0.00773,0.00759
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0.01355,0.01355,0.01355,0.01355,0.01355,0.02098,0.01861,0.01464,0.02126,0.01409,0.0199,0.01135,0.01739,0.02026,0.0149,0.01561,0.01738,0,0.01994,0.0186,0.02113,0.01471,0.01272,0.01856,0.01466,0.01511,0.01565,0.01397,0.0212,0.01663,0.0156,0.01513,0.01998,0.01477,0.0167,0.01928,0.01869,0.01824
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1.80135,1.80135,1.80135,1.80135,1.80135,2.68247,2.47689,2.03558,2.86527,1.98628,2.6884,1.65128,2.39538,2.74442,2.08982,2.19807,2.43134,0,2.68351,2.51083,2.86836,2.07168,1.83005,2.53796,2.06462,2.11983,2.18553,1.97116,2.82991,2.31136,2.1787,2.12161,2.71013,2.12586,2.31259,2.59312,2.55528,2.48179
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0.99387,0.99387,0.99387,0.99387,0.99387,1.35207,1.45467,1.35002,1.44371,1.36818,1.44883,1.32767,1.41511,1.4195,1.40238,1.43832,1.41494,0,1.44534,1.39524,1.51111,1.39447,1.33058,1.43349,1.40738,1.38919,1.40681,1.34463,1.40444,1.47168,1.41084,1.36437,1.39581,1.38728,1.40342,1.48818,1.45536,1.45163
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,3.36059,3.36059,3.36059,3.36059,3.36059,3.59204,3.70499,3.39696,3.40851,3.32844,3.6834,3.3875,3.27859,3.43308,3.59245,3.55588,3.44588,0,3.34922,3.48825,3.85044,3.42524,3.34111,3.70072,3.20363,3.15392,3.6424,3.35827,3.61959,3.6125,3.4402,3.32374,3.42886,3.65296,3.79308,3.74248,3.43343,3.3632
102,0.00011,0.00011,0.00011,0.00011,0.00011,0.00017,0.00015,0.00012,0.00017,0.00011,0.00016,9e-05,0.00014,0.00016,0.00012,0.00013,0.00014,0,0.00016,0.00015,0.00017,0.00012,1e-04,0.00015,0.00012,0.00012,0.00013,0.00011,0.00017,0.00014,0.00013,0.00012,0.00016,0.00012,0.00014,0.00015,0.00015,0.00015
103,2.90835,2.90835,2.90835,2.90835,2.40835,3.67449,3.40804,2.77695,3.96385,2.70402,3.71036,2.22387,3.29037,3.79064,2.85243,3.00758,3.34192,0,3.70335,3.45585,3.96828,2.82643,2.4801,3.49473,2.8163,2.89545,2.98961,2.68235,3.91317,3.16996,2.97981,2.898,3.7415,2.90408,3.17171,3.5738,3.51956,3.41422
104,1.96674,1.96674,1.96674,1.96674,1.96674,3.04641,2.8132,2.2852,3.28717,2.22337,3.07312,1.81793,2.71848,3.14091,2.34868,2.47969,2.762,0,3.0672,2.85821,3.29091,2.32672,2.03429,2.89104,2.31818,2.385,2.46451,2.20507,3.24437,2.6168,2.45624,2.38716,3.09941,2.3923,2.61828,2.9578,2.912,2.82306
105,2.53728,2.53728,2.53728,2.53728,2.53728,2.85159,2.89244,2.68873,2.80046,2.64557,2.81095,2.5625,2.74181,2.7508,2.7157,2.78941,2.74146,0,2.80381,2.70105,2.93868,2.69949,2.56847,2.7795,2.72596,2.68865,2.72478,2.59728,2.71993,2.85781,2.73304,2.63776,2.70224,2.68474,2.71783,2.89166,2.82435,2.81669
106,2.89896,2.89896,2.89896,2.89896,2.89896,3.29061,3.31918,3.06619,3.21396,3.01601,3.22737,2.90984,3.13901,3.1505,3.10563,3.19984,3.13855,0,3.21824,3.08692,3.39061,3.08491,2.91747,3.18718,3.11875,3.07106,3.11725,2.95429,3.11104,3.28726,3.1278,3.00603,3.08843,3.06607,3.10836,3.33052,3.2445,3.2347
107,1.64509,1.64509,1.64509,1.64509,1.64509,1.87867,1.92142,1.77731,1.85184,1.73721,1.85961,1.67572,1.80844,1.81509,1.78911,1.84367,1.80817,0,1.85432,1.77827,1.95414,1.77711,1.68014,1.83633,1.7967,1.76909,1.79583,1.70146,1.79224,1.89429,1.80195,1.73143,1.77915,1.7662,1.79069,1.91934,1.86953,1.86385
108,5.9319,5.9319,5.9319,5.9319,5.9319,6.73042,6.71189,6.01543,6.36395,5.842,6.39931,5.56207,6.16631,6.19662,6.07832,6.32672,6.16512,0,6.37523,6.02897,6.82973,6.02369,5.58219,6.29333,6.1129,5.98716,6.10894,5.67926,6.09257,6.55722,6.13678,5.81569,6.03296,5.97401,6.08551,6.67128,6.44446,6.41864
109,2.28242,2.28242,2.28242,2.28242,2.28242,3.43692,3.16189,2.55592,3.65396,2.4862,3.41899,2.04114,3.0297,3.49341,2.62376,2.76758,3.07748,0,3.41249,3.18308,3.65806,2.59966,2.27865,3.21912,2.59028,2.66363,2.75091,2.46611,3.60698,2.91808,2.74184,2.666,3.44786,2.67164,2.91971,3.29241,3.24213,3.1445
110,3.25995,3.25995,3.25995,3.25995,3.25995,3.65335,3.65825,3.31492,3.42794,3.20758,3.44287,3.08939,3.3445,3.3573,3.30735,3.41223,3.344,0,3.43271,3.28652,3.6246,3.28429,3.09788,3.39813,3.32195,3.26886,3.32028,3.13887,3.31337,3.50954,3.33203,3.19647,3.2882,3.26331,3.31039,3.5577,3.46194,3.45103
111,1.61518,1.61518,1.61518,1.61518,1.61518,1.79954,1.81249,1.66751,1.73431,1.63134,1.74129,1.57611,1.69532,1.7013,1.67796,1.72697,1.69509,0,1.73654,1.66823,1.82621,1.66718,1.58008,1.72038,1.68478,1.65998,1.684,1.59923,1.68077,1.77244,1.68949,1.62615,1.66901,1.65738,1.67938,1.79495,1.7502,1.7451
112,2.66907,2.66907,2.66907,2.66907,2.66907,3.98811,3.6721,2.98472,4.20847,2.89085,3.94334,2.38868,3.50409,4.02732,3.04606,3.20833,3.558,0,3.93602,3.67716,4.2131,3.01887,2.65666,3.71783,3.00828,3.09105,3.18953,2.86818,4.15547,3.37816,3.17929,3.09372,3.97592,3.10009,3.37999,3.80052,3.74379,3.63363
113,0.41423,0.41423,0.41423,0.41423,0.41423,0.37297,0.37307,0.36251,0.36106,0.37255,0.36473,0.37022,0.37625,0.36343,0.39819,0.36052,0.37384,0.36781,0.40168,0.397,0.40225,0.40415,0.34677,0.34108,0.39437,0.36503,0.38708,0.36073,0.39698,0.31693,0.37303,0.39127,0.37449,0.40366,0.37213,0.38946,0.3689,0.39122
114,0.74816,0.74816,0.74816,0.74816,0.74816,1.12106,1.04184,0.84542,1.17343,0.81403,1.10111,0.67706,0.9813,1.12402,0.85637,0.90063,0.99601,0,1.09911,1.02851,1.17469,0.84895,0.75016,1.0396,0.84606,0.86864,0.8955,0.80785,1.15897,0.94695,0.89271,0.86937,1.11,0.87111,0.94745,1.06215,1.04668,1.01663
115,2.91529,2.91529,2.91529,2.91529,2.91529,3.29949,3.3265,3.02821,3.15616,2.95211,3.16999,2.84267,3.0789,3.09075,3.0445,3.14161,3.07843,0,3.16057,3.02521,3.33825,3.02314,2.85054,3.12856,3.05802,3.00886,3.05647,2.88849,3.05007,3.23172,3.06735,2.94183,3.02676,3.00372,3.04731,3.27631,3.18764,3.17754
116,0.18739,0.18739,0.18739,0.18739,0.18739,0.19927,0.20507,0.18926,0.18985,0.18574,0.20396,0.18877,0.18318,0.19111,0.19929,0.19742,0.19177,0,0.18681,0.19394,0.21253,0.19071,0.18639,0.20485,0.17934,0.17679,0.20186,0.18727,0.20069,0.20032,0.19148,0.1855,0.1909,0.2024,0.20959,0.20699,0.19113,0.18753
117,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10628,4.04387,4.2523,4.6563,4.32272,4.21447,4.12952,4.49242,4.57971,4.66035,4.47112,4.26776,4.01811,4.61567,5.27636,4.47651,4.65654
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3.42569,3.42569,3.42569,3.42569,3.42569,3.92918,3.7905,3.32308,3.7709,3.43812,3.85619,3.42131,3.50951,3.79342,3.55799,3.90163,3.80356,0,3.86632,3.61305,4.42168,3.47243,3.42512,3.58311,3.88933,3.63649,3.55443,3.49005,3.76512,3.83128,3.8924,3.74897,3.59483,3.4056,3.85854,4.35933,3.75306,3.88952
120,0.00014,0.00014,0.00014,0.00014,0.00014,0.00015,0.00015,0.00015,0.00015,0.00014,0.00015,0.00014,0.00015,0.00015,0.00015,0.00015,0.00015,0,0.00015,0.00015,0.00016,0.00015,0.00014,0.00015,0.00015,0.00015,0.00015,0.00014,0.00015,0.00015,0.00015,0.00014,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015
121,0.59948,0.59948,0.59948,0.59948,0.59948,0.91026,0.82755,0.65575,0.94264,0.62831,0.87939,0.50851,0.7746,0.89942,0.66533,0.70405,0.78746,0,0.87764,0.81589,0.94374,0.65885,0.57244,0.82559,0.65632,0.67607,0.69956,0.6229,0.92999,0.74456,0.69712,0.6767,0.88716,0.67822,0.745,0.84532,0.83179,0.8055
122,1.28424,1.28424,1.28424,1.28424,1.28424,1.47691,1.3435,1.42835,1.33639,1.53151,1.44334,1.43543,1.54315,1.40669,1.51178,1.48525,1.38219,1.43483,1.47843,1.42854,1.48695,1.42656,1.45261,1.43404,1.47965,1.53488,1.4946,1.55536,1.36758,1.36455,1.45436,1.4555,1.44441,1.44687,1.49737,1.45533,1.39582,1.51434
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0.76506,0.76506,0.76506,0.76506,0.76506,0.84913,0.74874,0.77462,0.71036,0.82324,0.77223,0.76766,0.82997,0.75103,0.81182,0.79648,0.73686,0.76731,0.79253,0.76367,0.79746,0.76253,0.7776,0.76685,0.79324,0.82519,0.80189,0.83704,0.72841,0.72666,0.77861,0.77927,0.77285,0.77427,0.80349,0.77917,0.74474,0.81331
126,2.56811,2.56811,2.56811,2.56811,2.56811,2.53676,2.66161,2.58764,2.62088,2.72897,2.57965,2.452,2.50623,2.61234,2.5737,2.59752,2.58233,2.6576,2.61533,2.56528,2.76687,2.44619,2.68128,2.58117,2.39209,2.66491,2.61868,2.69383,2.48007,2.67802,2.73389,2.66726,2.77333,2.59544,2.51951,2.68824,2.78923,2.85282
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1.2186,1.2186,1.2186,1.2186,1.2186,1.39885,1.27032,1.3327,1.24433,1.43313,1.34782,1.34016,1.44439,1.31235,1.41403,1.38837,1.28865,1.33958,1.38177,1.33349,1.39001,1.33158,1.35679,1.33881,1.38295,1.43638,1.39742,1.4562,1.27451,1.27158,1.35848,1.35958,1.34884,1.35123,1.40009,1.35941,1.30183,1.41652
129,2.24864,2.24864,2.24864,2.24864,2.24864,3.20593,2.46787,2.44564,2.01321,3.09514,2.76137,3.23435,3.03602,2.37314,3.01313,3.41893,2.35515,2.99723,2.63678,2.53204,3.20269,2.53921,3.05189,2.47475,2.62513,3.3112,3.16961,3.4226,2.18726,1.97456,2.72468,2.85987,3.37686,2.6102,3.05012,2.90266,2.30616,2.75991
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2.5488,2.5488,2.5488,2.5488,2.5488,3.58715,2.70025,2.68266,2.17253,3.44176,3.05021,3.60508,3.3724,2.59477,3.34555,3.82161,2.57367,3.32691,2.90406,2.78118,3.56793,2.78959,3.39102,2.71397,2.89038,3.69522,3.52913,3.82592,2.37672,2.1272,3.00717,3.16576,3.77225,2.87288,3.38895,3.21596,2.5162,3.0485
132,2.77969,2.77969,2.77969,2.77969,2.27969,3.47755,3.60495,3.81993,3.18004,4.26316,3.74177,3.46722,3.69471,3.30407,3.41864,3.65053,3.35813,3.48619,3.44888,3.51059,3.74988,3.27021,3.56005,3.33979,3.78664,3.79432,4.00995,4.32807,3.29054,3.28657,3.31604,3.3784,3.64451,3.42517,3.63196,3.68453,3.22728,3.7134
133,2.14954,2.14954,2.14954,2.14954,2.14954,2.42257,2.1339,2.20513,2.01874,2.3488,2.19966,2.18628,2.36849,2.13766,2.31542,2.27055,2.09622,2.18526,2.25901,2.17462,2.27342,2.17127,2.21534,2.18392,2.26107,2.35449,2.28637,2.38914,2.07151,2.06638,2.21829,2.22023,2.20146,2.20562,2.29105,2.21993,2.11926,2.31976
134,3.97167,3.97167,3.97167,3.97167,3.97167,4.60606,3.98194,4.20677,3.79727,4.58602,4.22962,4.19764,4.63307,4.08145,4.50626,4.39903,3.98243,4.19521,4.37145,4.16977,4.40589,4.16177,4.26709,4.192,4.37638,4.59962,4.43683,4.68243,3.92337,3.91113,4.27415,4.27878,4.23391,4.24387,4.44802,4.27805,4.0375,4.51662
135,2.25909,2.25909,2.25909,2.25909,2.25909,2.67731,2.64764,2.78882,2.36954,3.15127,2.77497,2.57681,2.741,2.45906,2.54175,2.70912,2.49807,2.5905,2.56358,2.60811,2.78082,2.43462,2.64381,2.48484,2.80735,2.8129,2.96852,3.19813,2.44929,2.44643,2.4677,2.5127,2.70477,2.54646,2.69571,2.73365,2.40363,2.75449
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1.20708,1.20708,1.20708,1.20708,1.20708,1.40995,1.31387,1.39907,1.31698,1.49991,1.41725,1.40983,1.51082,1.38289,1.48141,1.45654,1.35992,1.40927,1.45014,1.40337,1.45813,1.40152,1.42594,1.40853,1.45129,1.50306,1.46531,1.52227,1.34622,1.34338,1.42758,1.42865,1.41825,1.42055,1.4679,1.42848,1.37269,1.48382
139,0.38687,0.38687,0.38687,0.38687,0.38687,0.60895,0.42412,0.41813,0.31971,0.57921,0.49916,0.6126,0.56503,0.40604,0.55954,0.65687,0.40173,0.55573,0.46928,0.44415,0.60501,0.44587,0.56884,0.43041,0.46648,0.63103,0.59707,0.65775,0.36146,0.31045,0.49036,0.52278,0.64678,0.4629,0.56841,0.53305,0.38998,0.49881
140,4.12595,4.12595,4.12595,4.12595,4.12595,4.7375,4.02364,4.27733,3.84984,4.66578,4.29709,4.26401,4.71445,4.14381,4.58326,4.47234,4.04138,4.2615,4.4438,4.23518,4.47944,4.22691,4.33585,4.25817,4.44891,4.67984,4.51144,4.76551,3.98028,3.96762,4.34315,4.34794,4.30153,4.31183,4.52302,4.34719,4.09835,4.59399
141,0.0065,0.0065,0.0065,0.0065,0.0065,0.00681,0.00637,0.00616,0.0057,0.00711,0.00719,0.00655,0.00704,0.00638,0.00637,0.00652,0.00643,0.00666,0.00656,0.00607,0.00641,0.00695,0.00701,0.00655,0.00678,0.00684,0.00693,0.0073,0.0064,0.00648,0.00661,0.00629,0.00689,0.00693,0.00656,0.00658,0.00643,0.00688
142,1.40418,1.40418,1.40418,1.40418,1.40418,1.57005,1.44744,1.51355,1.43441,1.61166,1.53157,1.52439,1.62224,1.49828,1.59374,1.56964,1.47602,1.52384,1.56344,1.51812,1.57118,1.51633,1.53999,1.52312,1.56455,1.61472,1.57814,1.63333,1.46275,1.46,1.54158,1.54262,1.53254,1.53477,1.58065,1.54246,1.4884,1.59607
143,4.21226,4.21226,4.21226,4.21226,4.21226,4.79679,4.0421,4.27076,3.82524,4.64076,4.27226,4.2392,4.68941,4.11907,4.55829,4.44742,4.01669,4.23669,4.4189,4.21038,4.45452,4.20211,4.311,4.23336,4.424,4.65482,4.4865,4.74044,3.95562,3.94296,4.3183,4.32309,4.2767,4.28699,4.49807,4.32234,4.07362,4.569
144,0.02196,0.02196,0.02196,0.02196,0.02196,0.02374,0.02162,0.02216,0.0208,0.02319,0.02211,0.02202,0.02333,0.02166,0.02295,0.02263,0.02137,0.02201,0.02254,0.02193,0.02265,0.02191,0.02223,0.022,0.02256,0.02323,0.02274,0.02348,0.02119,0.02115,0.02225,0.02226,0.02213,0.02216,0.02277,0.02226,0.02153,0.02298
145,3.359,3.359,3.359,3.359,3.359,3.37109,3.56204,3.53976,3.20866,3.25428,3.35105,3.26937,3.28828,3.36557,3.32359,3.7082,3.35456,3.61853,3.60657,3.57215,3.65907,3.31441,3.27724,3.41223,2.88267,3.35817,3.38597,3.29081,3.28603,3.33481,3.53287,3.47789,3.513,3.5134,3.2525,3.60171,3.62267,3.49805
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1.71851,1.71851,1.71851,1.71851,1.71851,1.80643,1.68268,1.62391,1.4963,1.88758,1.91234,1.73412,1.86923,1.68498,1.68358,1.72416,1.69958,1.76318,1.73594,1.59959,1.69515,1.84377,1.86112,1.73235,1.79627,1.81397,1.83868,1.9404,1.69118,1.71388,1.74995,1.66059,1.82745,1.83861,1.73635,1.74245,1.70071,1.82398
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1.03614,1.03614,1.03614,1.03614,1.03614,1.44271,1.07418,1.04301,0.8375,1.32704,1.17602,1.39003,1.30029,1.00035,1.28993,1.47355,0.99221,1.28274,1.11965,1.07225,1.3757,1.0755,1.30747,1.04633,1.11437,1.4248,1.36074,1.47521,0.91625,0.82001,1.15942,1.22059,1.45451,1.10762,1.30667,1.23995,0.97005,1.17536
151,1.98376,1.98376,1.98376,1.98376,1.98376,3.05442,2.28929,2.27326,1.81665,2.96099,2.60797,3.10823,2.89845,2.19735,2.87425,3.30345,2.17832,2.85743,2.47619,2.36541,3.07474,2.373,2.91524,2.30481,2.46387,3.18951,3.03976,3.30734,2.00075,1.77578,2.56916,2.71215,3.25896,2.44808,2.91337,2.7574,2.12651,2.60643
152,1.72969,1.72969,1.72969,1.72969,1.72969,1.81769,1.69384,1.63501,1.50729,1.89891,1.9237,1.74532,1.88055,1.69614,1.69473,1.73535,1.71075,1.7744,1.74714,1.61067,1.70632,1.85507,1.87243,1.74354,1.80753,1.82524,1.84997,1.95179,1.70234,1.72506,1.76116,1.67172,1.83873,1.8499,1.74755,1.75365,1.71188,1.83526
153,1.27319,1.27319,1.27319,1.27319,1.27319,1.8152,1.39754,1.38304,1.12672,1.73873,1.54992,1.81747,1.70528,1.33032,1.69234,1.92188,1.32014,1.68334,1.47945,1.4202,1.79956,1.42426,1.71426,1.38779,1.47286,1.86094,1.78085,1.92396,1.22518,1.10486,1.52917,1.60564,1.89808,1.46442,1.71326,1.62985,1.29243,1.5491
154,1.83101,1.83101,1.83101,1.83101,1.83101,2.6116,2.6617,2.77513,2.41915,3.17718,2.81228,2.62013,2.77934,2.50595,2.58613,2.74843,2.54378,2.6334,2.6073,2.65049,2.81795,2.48225,2.6851,2.53095,2.84368,2.84906,2.99997,3.22261,2.49648,2.4937,2.51432,2.55797,2.74421,2.5907,2.73542,2.77222,2.4522,2.79242
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0.65928,0.65928,0.65928,0.65928,0.65928,0.64935,1.22759,0.62609,0.62867,0.6435,0.62807,0.6038,0.64116,0.62215,0.63566,0.6245,0.65642,0.64254,0.6263,0.61088,0.63064,0.58802,0.65526,0.59772,0.62907,0.62194,0.67069,0.61978,0.64846,0.61225,0.63991,0.62488,0.62754,0.63739,0.6206,0.64216,0.62167,0.66348
157,1.83678,1.83678,1.83678,1.83678,1.83678,1.71007,3.12077,1.70007,1.76982,1.96809,1.96917,1.54468,2.06459,2.08034,1.95554,1.63069,2.12716,2.0409,1.61242,1.65374,2.1052,1.33634,1.99552,1.3128,1.85218,1.93587,2.14933,1.65245,1.94556,1.55564,2.06105,1.79217,1.69512,1.70916,1.61127,1.91482,1.61754,2.19504
158,0.11585,0.11585,0.11585,0.11585,0.11585,0.11362,0.21124,0.10839,0.10897,0.1123,0.10883,0.10337,0.11177,0.1075,0.11054,0.10803,0.11521,0.11209,0.10843,0.10496,0.10941,0.09982,0.11495,0.10201,0.10905,0.10745,0.11841,0.10696,0.11342,0.10527,0.11149,0.10811,0.10871,0.11093,0.10715,0.112,0.10739,0.11679
159,1.61523,1.61523,1.61523,1.61523,1.61523,1.62628,3.12088,1.61349,1.62233,1.67313,1.62027,1.53711,1.6651,1.59998,1.64626,1.60804,1.71742,1.66986,1.61419,1.56136,1.62907,1.48302,1.71344,1.51628,1.62368,1.59927,1.76629,1.59184,1.69014,1.56604,1.66082,1.60932,1.61843,1.6522,1.59468,1.66854,1.59833,1.74161
160,1.53351,1.53351,1.53351,1.53351,1.53351,1.39687,2.46691,1.3631,1.42791,1.61213,1.61314,1.21872,1.70179,1.71643,1.60047,1.29864,1.75993,1.67978,1.28167,1.32005,1.73952,1.02515,1.63762,1.00327,1.50444,1.5822,1.78053,1.31885,1.5912,1.2289,1.6985,1.44868,1.3585,1.37155,1.2806,1.56264,1.28642,1.823
161,1.67039,1.67039,1.67039,1.67039,1.67039,1.66719,3.15132,1.62571,1.63483,1.6872,1.6327,1.54696,1.67893,1.61178,1.6595,1.6201,1.73287,1.68383,1.62644,1.57197,1.64178,1.49119,1.72877,1.52548,1.63622,1.61105,1.78326,1.60339,1.70474,1.57679,1.67451,1.62142,1.63081,1.66562,1.60632,1.68247,1.61009,1.75781
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
